song_cluster_id,grouping_key,mood_party,mood_aggressive,mood_happy,mood_sad,mood_relaxed,genre_ros,timbre,bpm,danceability,submission_offset,tuning_frequency,tuning_equal_tempered_deviation,lyrics_text,作詞,作曲,製作,編曲,track_name,duration_ms,artist_credit,album_title,release_date,release_group_mbid,release_group_mbid.1,ai_theme,ai_sentiment,ai_notes,recording_mbid,recording_mbid.1,super_theme,recording_duration_ms,artist_credit_name,isrcs,release_mbids,work_titles,work_mbids,videoId,url,viewCount,likeCount,commentCount,publishedAt,description,tags,categoryId,yt_duration,track_id,popularity,normalized_key,combined_key,consolidated_album_title,release_year
230,77b8200d-7427-431d-9920-c67975a4c75a,,,,,,,,,,,,,,,,,,Last Dance(Live),,,"声生不息·宝岛季 第7期 | 声生不息·宝岛季 第7期, 声生不息·宝岛季 第7期",,,,,,,77b8200d-7427-431d-9920-c67975a4c75a,,,271233,張信哲 & 萬芳 & 莫文蔚 & 楊乃文,,"2a235f01-a616-4975-915f-e0cce500ba42, 97057776-8148-4c46-a85e-d79f15c0b024 | 97057776-8148-4c46-a85e-d79f15c0b024, 2a235f01-a616-4975-915f-e0cce500ba42",,,,,,,,,,,,,,,lastdancelive,,声生不息·宝岛季 第7期,
231,798b36b5-e65c-43f6-b234-21aeab2c3ada | 矮牆上的九重葛||花季未了 | 矮牆上的九重葛||花季未了 (民國百年舞台劇原聲帶),,,,,,,,,,,,,,,,,,矮牆上的九重葛,182173,張信哲,花季未了 | 花季未了 (民國百年舞台劇原聲帶),,12dbde9d-14ba-4bc9-86d0-1b840798fde0,12dbde9d-14ba-4bc9-86d0-1b840798fde0,,,,798b36b5-e65c-43f6-b234-21aeab2c3ada,,,182173,張信哲,,0341b028-5921-4db6-a306-f4b8e5add35c,,,,,,,,,,,,,63GooxwdRo9g8sqO1xpfVP,1,矮牆上的九重葛,,花季未了,2011
232,79e874d1-8b98-4aab-85e5-f3ee9fdb348b | Key Largo|| | Key Largo||My Eyes Adored You | Key Largo||永恆金曲 影音典藏精選 | Key Largo||永恒金曲 影音典藏精选 | abdadb44-0e53-4ecc-a3a5-e56a380173ff,,,,,,,,,,,,,,,,,,Key Largo,237000.0 | 239625.0,張信哲,My Eyes Adored You | 永恆金曲 影音典藏精選 | 永恒金曲 影音典藏精选,1992-01-01,0dae975d-fbe4-3d05-9350-55580854d72c | 6468f778-de86-4781-b53f-2f6bde3644d5,0dae975d-fbe4-3d05-9350-55580854d72c | 6468f778-de86-4781-b53f-2f6bde3644d5,,,,79e874d1-8b98-4aab-85e5-f3ee9fdb348b | abdadb44-0e53-4ecc-a3a5-e56a380173ff,,,237000.0 | 239625.0,張信哲,,d89ebf36-6009-491b-aa7b-426bc3512eb3 | dffdbeef-fe22-448c-a89c-177a5673a762,,,N-DOBHoNwNk,https://www.youtube.com/watch?v=N-DOBHoNwNk,2609,10,0,2014-11-06T18:00:01Z,"Provided to YouTube by Sony Music Entertainment

Key Largo · Jeff Chang

Ultimate Jeff Chang

℗ 1991 Elite Music Co. Ltd.

Released on: 2014-07-04

Associated Performer: Jeff Chang
Composer, Lyricist: Benny Carter
Lyricist, Composer: Karl Suessdorf
Composer, Lyricist: Leah Worth

Auto-generated by YouTube.","Jeff Chang,张信哲,張信哲,Ultimate Jeff Chang,Key Largo",10.0,PT4M2S,2ufvCCjOx8vIEyq96qyHS9,9,keylargo,,永恆金曲 影音典藏精選,1992
233,7a0de042-76e1-4102-988d-642d24c218e9 | Without You||說謊,,,,,,,,,,,,,,,,,,Without You,276000,張信哲,"說謊 | 說謊 | 說謊, 說謊",1989-03-01,a24e80f5-df8b-3493-b197-0f5176c3750a,a24e80f5-df8b-3493-b197-0f5176c3750a,,,,7a0de042-76e1-4102-988d-642d24c218e9,,,276000,張信哲,,"0e39d164-d20f-35e1-998d-df3fd233d743, 3895dc54-eb5e-42a3-b3b3-dda9647ff3ec | 3895dc54-eb5e-42a3-b3b3-dda9647ff3ec, 0e39d164-d20f-35e1-998d-df3fd233d743",,,,,,,,,,,,,,,withoutyou,,說謊,1989
234,7a6d69f8-0754-4a19-a6dc-a0a56347d36c | 不要对他说||眼中的念旧,,,,,,,,,,,,,,,,,,不要对他说,289133,張信哲,眼中的念旧,,ae186b79-e3f2-441d-8bc3-8a899af27578,ae186b79-e3f2-441d-8bc3-8a899af27578,,,,7a6d69f8-0754-4a19-a6dc-a0a56347d36c,,,289133,張信哲,,5a372934-5370-4c7b-9443-629b69c96002,,,,,,,,,,,,,,,不要对他说,,眼中的念旧,2012
235,7abcc287-925d-4162-8a75-e111da15a156,,,,,,,,,,,,,,,,,,永遠存在,,,"知道 | 知道, 知道",,,,,,,7abcc287-925d-4162-8a75-e111da15a156,,,261773,張信哲,,"58d8fbd7-705f-49d9-9b84-f0091e48fd07, 6d9eb186-7c40-4a2d-b655-26f4ae90d28a",,,,,,,,,,,,,,,永遠存在,,知道,1992
236,7ae6b772-0729-4aa7-9b81-f12b604ad3a8,,,,,,,,,,,,,,,,,,寓言,,,新城容我信愛一唱傾情音樂會,,,,,,,7ae6b772-0729-4aa7-9b81-f12b604ad3a8,,,186000,張信哲 & 容祖兒,,b4e80ee6-967d-445b-a0d5-ec437ca75b85,寓言,37e1244b-a645-38f2-89a0-be108ab3e8cf,,,,,,,,,,,,,寓言,,新城容我信愛一唱傾情音樂會,2005
237,7b8d62d8-b112-4af8-b780-da416cde0701 | 不由自主|| | 不由自主||做你的男人,,,,,,,,,,,,,"開始嘍.....
大海它潮來潮往 不慌不忙
就像你 長長的髮 在街上飄蕩
時間它總會暫停 在那一秒
你就是讓人很難忘
很想帶妳看遍全世界
才不辜負那雙美麗的眼
誰讓你流了淚 我會傷心 不能睡
不由自主的表情 放心擔心都是你
我的世界 你等於天空
用盡了溫柔 溫暖你的眉頭
在每個時候 快樂有理由
不由自主的眼睛 不能不去框住你
我很願意 讓自己放縱
太多如果 終於找到結果
最後你緊緊的抱我
等一下.......
大海它潮來潮往 不慌不忙
就像你 長長的髮 在街上飄蕩
時間它總會暫停 在那一秒
你就是讓人很難忘
很想帶妳看遍全世界
才不辜負那雙美麗的眼
誰讓你流了淚 我會傷心 不能睡
不由自主的表情 放心擔心都是你
我的世界 你等於天空
用盡了溫柔 溫暖你的眉頭
在每個時候 快樂有理由
不由自主的眼睛 不能不去框住你
我很願意 讓自己放縱
太多如果 終於找到結果
最後你緊緊的抱我
不由自主的表情 放心擔心都是你
我的世界 你等於天空
用盡了溫柔 溫暖你的眉頭
在每個時候 快樂有理由
不由自主的眼睛 不能不去框住你
我很願意 讓自己放縱
太多如果 終於找到結果
最後你緊緊的抱我
結束嘍.....",鄔裕康     作曲：阿沁 (F.I.R.),,,,不由自主,268000,張信哲,"做你的男人 | 做你的男人 | 做你的男人, 做你的男人, 做你的男人",,e8a68f80-7145-3490-a504-0b816adddfed,e8a68f80-7145-3490-a504-0b816adddfed,絕對的愛戀與承諾，以及愛人對自我世界的決定性影響。,甜蜜的依戀、滿足與堅定的奉獻。,歌詞以「不由自主」為核心概念，將愛人描繪成如同「天空」般不可或缺的存在。歌詞的敘事結構非常直接，用自然意象（大海潮汐）來比喻愛情的恆定與必然性，強化了情感的專一性。儘管缺乏音訊數據，但從歌詞內容判斷，其情感基調是高度正面且滿足的，尤其結尾「最後你緊緊的抱我」提供了圓滿的結果。歌詞中對愛人無微不至的關懷（「放心擔心都是你」、「溫暖你的眉頭」）與張信哲在專輯中展現的成熟、專一的男性形象完美契合。歌詞的重複性設計，特別是副歌的多次強調，成功地增強了主題的專注度與情感的強度。,7b8d62d8-b112-4af8-b780-da416cde0701,,Love_Loss,268000,張信哲,,"2535be69-e585-4aca-9405-fedac4317a4c, 79c664bf-3e57-3022-844c-ff2576e48512, 0d3825b4-cd4c-4a8f-8b69-3c3c4321c642 | 79c664bf-3e57-3022-844c-ff2576e48512, 2535be69-e585-4aca-9405-fedac4317a4c, 0d3825b4-cd4c-4a8f-8b69-3c3c4321c642",不由自主,f1c43fc6-3c5d-4aac-9570-985c85a04228,eJ67Pki-aGI,https://www.youtube.com/watch?v=eJ67Pki-aGI,10470,56,0,2017-07-10T08:17:56Z,"Provided to YouTube by YOYOROCK

不由自主 · 張信哲

做你的男人

℗ 潮水音樂有限公司

Released on: 2006-09-08

Auto-generated by YouTube.","張信哲,做你的男人,不由自主",10.0,PT4M29S,46pU2pBbPBoOWDnwYojLFo,7,不由自主,,做你的男人,2006
238,7bcca632-81ac-4999-9e41-5d225e320e47 | 已經結束了嗎|| | 已經結束了嗎||夢想 | 已經結束了嗎||選哲,not_party,not_aggressive,not_happy,sad,relaxed,rhy,bright,,danceable,0.0,434.1931152,0.2703495622,,,,,,已經結束了嗎,265000,張信哲,"夢想 | 夢想, 選哲 | 夢想, 選哲, 選哲 | 選哲",1996-07-01,d229a1f8-6bc6-3482-bfa9-0134c5266550,d229a1f8-6bc6-3482-bfa9-0134c5266550,,,,7bcca632-81ac-4999-9e41-5d225e320e47,,,265000,張信哲,,"58a2e88b-482b-4e3a-9d66-ed9e032dc6f3, 9c56f681-5cb0-4da6-bf66-a27e26627887, c3377d74-681c-43cd-b577-cba27a0b4d21 | 9c56f681-5cb0-4da6-bf66-a27e26627887, c3377d74-681c-43cd-b577-cba27a0b4d21, 58a2e88b-482b-4e3a-9d66-ed9e032dc6f3",,,HtRtTbSo4Qw | _m0xpThB1nE,https://www.youtube.com/watch?v=HtRtTbSo4Qw | https://www.youtube.com/watch?v=_m0xpThB1nE,16325.0 | 2202.0,28.0 | 85.0,0,2017-07-10T09:11:48Z | 2022-03-16T07:55:20Z,"Provided to YouTube by YOYOROCK

已經結束了嗎 · 張信哲

夢想

℗ 潮水音樂有限公司

Released on: 1996-07-01

Auto-generated by YouTube. | Provided to YouTube by YOYOROCK

已經結束了嗎 · 張信哲

選哲

℗ 潮水音樂有限公司

Released on: 1998-04-02

Auto-generated by YouTube.","張信哲,夢想,已經結束了嗎 | 張信哲,選哲,已經結束了嗎",10.0,PT4M27S | PT4M29S,5xbkxTO5yVFNsjTgC1xzMo | 78x5teszoMR97TTAIqYm1j,21.0 | 6.0,已經結束了嗎,D# minor,選哲,1996
239,7c2203b8-7abc-45a4-a0c8-1c1811d82e9b | 如果你願意|| | 如果你願意||我好想,,,,,,,,,,,,,,,,,,如果你願意,303000,張信哲,"從開始到現在, 我好想 | 我好想, 從開始到現在 | 我好想",,ce5656fc-8111-3de4-adc5-0dcb85b6c763,ce5656fc-8111-3de4-adc5-0dcb85b6c763,,,,7c2203b8-7abc-45a4-a0c8-1c1811d82e9b,,,303000,張信哲,,"4e431705-b76f-4a88-ab06-0f68608c9bdb, a5d50e91-c7b6-435a-8beb-af6b8bf42b44",,,B82dTqhwx7c,https://www.youtube.com/watch?v=B82dTqhwx7c,12713,56,0,2017-07-10T08:37:44Z,"Provided to YouTube by YOYOROCK

如果你願意 · 張信哲

我好想

℗ 潮水音樂有限公司

Released on: 2001-12-05

Auto-generated by YouTube.","張信哲,我好想,如果你願意",10.0,PT5M4S,3IRJFz04EQgbIpkh1ZDbPh,7,如果你願意,,我好想,2001
240,7c645648-dd54-4c55-94a3-c5b89dea5838,,,,,,,,,,,,,,,,,,归来(Live),,,声生不息·宝岛季 第12期,,,,,,,7c645648-dd54-4c55-94a3-c5b89dea5838,,,344618,張信哲 & 那英 & 莫文蔚 & 楊宗緯,,5428be3c-a3b4-4794-9262-65e9b0e05940,,,,,,,,,,,,,,,归来live,,声生不息·宝岛季 第12期,
241,7da118fd-7f89-44cd-a79d-f5240ea38ac5 | b51106d2-9085-4ed5-b121-18ddb51c33c6 | 且行且珍惜|| | 且行且珍惜||夢想 | 且行且珍惜||選哲,not_party,not_aggressive,happy,sad,relaxed,rhy,bright,,not_danceable,0.0,439.4919739,0.006542128511,,,,,,且行且珍惜,293000,張信哲,"夢想 | 夢想, 選哲, 選哲 | 来看我们的演唱会 第2期 | 選哲",1996-07-01,d229a1f8-6bc6-3482-bfa9-0134c5266550,d229a1f8-6bc6-3482-bfa9-0134c5266550,,,,7da118fd-7f89-44cd-a79d-f5240ea38ac5 | b51106d2-9085-4ed5-b121-18ddb51c33c6,,,293000.0 | 353060.0,张信哲 & 伍思凱 | 張信哲,,"58a2e88b-482b-4e3a-9d66-ed9e032dc6f3, 9c56f681-5cb0-4da6-bf66-a27e26627887, c3377d74-681c-43cd-b577-cba27a0b4d21 | a9202c82-9f54-47fd-b655-188ed92f0d9c",且行且珍惜,ad29dc7b-2ac3-403c-9f01-281b49e473d8,Ei2IfzeD42w | KgOa2vuF-rc,https://www.youtube.com/watch?v=Ei2IfzeD42w | https://www.youtube.com/watch?v=KgOa2vuF-rc,1162.0 | 51357.0,12.0 | 201.0,0,2017-07-10T09:10:16Z | 2022-03-16T07:55:22Z,"Provided to YouTube by YOYOROCK

且行且珍惜 · 張信哲

夢想

℗ 潮水音樂有限公司

Released on: 1996-07-01

Auto-generated by YouTube. | Provided to YouTube by YOYOROCK

且行且珍惜 · 張信哲

選哲

℗ 潮水音樂有限公司

Released on: 1998-04-02

Auto-generated by YouTube.","張信哲,夢想,且行且珍惜 | 張信哲,選哲,且行且珍惜",10.0,PT4M55S | PT4M56S,3i9grYypolA2ctTu5tZo8Z | 5oYYonYtXmKB6V2fSVK5XX,10.0 | 26.0,且行且珍惜,E major,選哲,1996
242,7e54a7f4-e3d6-4c1a-b3a8-ed242522d557 | 亂世佳人|| | 亂世佳人||雪國八月,,,,,,,,,,,,,"愛上貴氣美態夢露 愛奧瑪血染了京都
散發個性各有味道 瑪素野性佈滿花都
末日下 隔代共舞 亂世下 隔岸傾訴
淚眼在過濾煩惱 令世人都傾倒
她 她 天香國色
拋開晚裝鑽飾 閃出明亮刺激
她 橫越領域
經典發放自創奇蹟
高貴的 不織瘦的新價值
給觀眾敬仰的引力
眼角意態誘發我幻像 遠距近看仍沉迷像缺氧
太過讚歎要設計蠟像 似個信仰哪怕太誇張
末日下 隔代共舞 亂世下 隔岸傾訴
淚眼在過濾煩惱 令世人都傾倒
她 她 天香國色
拋開晚裝鑽飾 閃出明亮刺激
她 橫越領域
經典發放自創奇蹟
高貴的 芳香記憶 她路過
仿佛可以去觸摸 美麗在巨幕上射向我
會感到香氣飄過太清楚 越混亂越是著迷
瘋魔過 感激過 一起過
她 她 千種角色
沖昏我的記憶 沖走潛在壓抑
她 橫越領域
經典發放自創奇蹟
高貴的 多吸引
她 她 天香國色
拋開晚裝鑽飾 閃出明亮刺激
她 無限價值
分分秒秒沒有吝嗇
高貴的 不織瘦的新價值
給觀眾敬仰的引力",夏至     作曲：Patrik Lorentzson,,,,亂世佳人,204000,張信哲,"雪國八月 | 雪國八月, 雪国八月",,40b6080c-99b9-34d7-b6a3-fca15a7a1996,40b6080c-99b9-34d7-b6a3-fca15a7a1996,亂世中的經典女性魅力與永恆的偶像崇拜,激昂的崇拜、迷戀與戲劇性的張力,歌詞運用強烈的電影意象和跨文化符號（如夢露、奧瑪），將經典女性魅力置於「亂世」和「末日」的背景下，藉此放大她們的永恆價值與影響力。這種將偶像視為「信仰」的態度，充滿了戲劇性的崇拜感。歌詞中「拋開晚裝鑽飾」與「不織瘦的新價值」的描述，體現了對追求真實、超越物質與傳統審美觀的讚揚。雖然缺乏音訊數據，但歌詞中「刺激」、「瘋魔」等詞彙和快速的意象轉換，預示著歌曲的音樂編排應是充滿力量和戲劇性的，與歌詞中對抗混亂的氛圍相互呼應，形成一種對時代偶像的讚歌。,7e54a7f4-e3d6-4c1a-b3a8-ed242522d557,,Love_Loss,204000,張信哲,,"7b10bd21-82ec-4059-b1a4-d182a44e042b, 617453a9-dda4-4cb6-8a4f-2531ae8fce65",,,TmVGpOPWt6Q,https://www.youtube.com/watch?v=TmVGpOPWt6Q,3203,5,0,2015-06-23T15:12:18Z,"Provided to YouTube by Emperor Entertainment Group

亂世佳人 · 張信哲

雪國八月

Released on: 2007-09-10

Auto-generated by YouTube.","張信哲,雪國八月,亂世佳人",10.0,PT3M25S,2gDzOOf3ElxOa1v6g0Xk7M,2,亂世佳人,,雪國八月,2007
243,7ea91601-82e7-48af-b397-d463a519b243 | 流淚手心|| | 流淚手心||歌 時代 | 流淚手心||歌時代,,,,,,,,,,,,,,,,,,流淚手心,,張信哲,歌 時代 | 歌時代,,08b44a3b-2c74-4fb9-a182-50b0e75a1aa6,08b44a3b-2c74-4fb9-a182-50b0e75a1aa6,,,,7ea91601-82e7-48af-b397-d463a519b243,,,,張信哲,,8ebbf975-978b-4b83-b452-3578b0c661fa,,,yZLgdZuqrlI,https://www.youtube.com/watch?v=yZLgdZuqrlI,1734,20,0,2019-10-10T04:19:41Z,"Provided to YouTube by YOYOROCK

流淚手心 · 張信哲

歌 時代

℗ 潮水音樂有限公司

Released on: 2016-03-28

Auto-generated by YouTube.","張信哲,歌 時代,流淚手心",10.0,PT4M51S,4wLjKmOU1kKFHiHBOPBe9Y,6,流淚手心,,歌時代,
244,7ef44e66-1591-437f-b9de-b00b38df593b | 愛的證據|| | 愛的證據||直覺,,,,,,,,,,,,,,,,,,愛的證據,242000,張信哲,直覺,,f8f7f685-3381-3f83-8cd0-66958e945d04,f8f7f685-3381-3f83-8cd0-66958e945d04,,,,7ef44e66-1591-437f-b9de-b00b38df593b,,,242000,張信哲,,085ff552-0600-463a-a223-adecb57b3096,,,71YM_rRu55U,https://www.youtube.com/watch?v=71YM_rRu55U,10516,57,0,2017-07-10T09:04:01Z,"Provided to YouTube by YOYOROCK

愛的證據 · 張信哲

直覺

℗ 潮水音樂有限公司

Released on: 1997-12-16

Auto-generated by YouTube.","張信哲,直覺,愛的證據",10.0,PT4M3S,2xB6XckJSQ4eE6QqKPWJLL,7,愛的證據,,直覺,1997
245,80303558-b3b9-4677-bccc-dd2aaa0093d9 | 不做你的愛人|| | 不做你的愛人||回來,,,,,,,,,,,,,,,,,,不做你的愛人,253800,張信哲,"回來 | 回來 | 回來, 回來",,52749079-1059-3a06-9e57-aee8c132efd2,52749079-1059-3a06-9e57-aee8c132efd2,,,,80303558-b3b9-4677-bccc-dd2aaa0093d9,,,253800,張信哲,,"984f197d-4285-416b-b4e1-558056dbdf5b, d2aa837d-04a3-34f6-99b7-f4be2400bfdf | d2aa837d-04a3-34f6-99b7-f4be2400bfdf, 984f197d-4285-416b-b4e1-558056dbdf5b",不做你的愛人,4f1900b3-7f10-3337-8b34-3cfe6838a2ae,cuVsue3pU6A,https://www.youtube.com/watch?v=cuVsue3pU6A,128835,468,0,2017-07-10T08:47:08Z,"Provided to YouTube by YOYOROCK

不做你的愛人 · 張信哲

回來

℗ 潮水音樂有限公司

Released on: 1999-07-12

Auto-generated by YouTube.","張信哲,回來,不做你的愛人",10.0,PT4M14S,51ZROtyqlMEa04tiPKCwql,32,不做你的愛人,,回來,1999
246,80504b76-548a-4f46-a482-9e02c9442716,,,,,,,,,,,,,,,,,,悬崖(Live),,,声生不息·宝岛季 第1期,,,,,,,80504b76-548a-4f46-a482-9e02c9442716,,,223594,張信哲 & 那英,,0b2f2ba6-8ca5-49a9-8d97-9fc0100d91c3,,,,,,,,,,,,,,,悬崖live,,声生不息·宝岛季 第1期,
247,80a5bd8d-fa79-4fdf-9d7e-65ff29d57986 | 等你|| | 等你||摯愛,,,,,,,,,,,,,,,,,,等你,276000,張信哲,摯愛,,c429c46d-86d9-3ae9-b107-badb89abccdd,c429c46d-86d9-3ae9-b107-badb89abccdd,,,,80a5bd8d-fa79-4fdf-9d7e-65ff29d57986,,,276000,張信哲,,490cb4ab-7c69-47fe-8710-b18d7022415c,,,HVYe15Bdhtk,https://www.youtube.com/watch?v=HVYe15Bdhtk,5409,19,0,2017-07-10T09:20:01Z,"Provided to YouTube by YOYOROCK

等你 · 張信哲

摯愛

℗ 潮水音樂有限公司

Released on: 1997-03-31

Auto-generated by YouTube.","張信哲,摯愛,等你",10.0,PT4M37S,0zat18xopeKXkANMkf2aYc,5,等你,,摯愛,1997
248,8119bd59-29a3-4ebb-9f06-5885f8b1c3fb | 空氣裡的茉莉香||花季未了 | 空氣裡的茉莉香||花季未了 (民國百年舞台劇原聲帶),,,,,,,,,,,,,,,,,,空氣裡的茉莉香,241506,張信哲,花季未了 | 花季未了 (民國百年舞台劇原聲帶),,12dbde9d-14ba-4bc9-86d0-1b840798fde0,12dbde9d-14ba-4bc9-86d0-1b840798fde0,,,,8119bd59-29a3-4ebb-9f06-5885f8b1c3fb,,,241506,張信哲,,0341b028-5921-4db6-a306-f4b8e5add35c,,,,,,,,,,,,,1VC54P1otk3xaP56emydSH,1,空氣裡的茉莉香,,花季未了,2011
249,81b6d02b-5d9f-402f-adc3-a9cfc9db4926,,,,,,,,,,,,,,,,,,其實快樂很容易,,,"知道 | 知道, 知道",,,,,,,81b6d02b-5d9f-402f-adc3-a9cfc9db4926,,,244400,張信哲,,"58d8fbd7-705f-49d9-9b84-f0091e48fd07, 6d9eb186-7c40-4a2d-b655-26f4ae90d28a",,,,,,,,,,,,,,,其實快樂很容易,,知道,1992
250,81e1f9fa-f9c1-4f6d-9caa-68532267f2a3 | a2c08419-aaaa-41d4-9622-dc194af200c8 | 肩膀||初 | 肩膀||眼中的念旧,,,,,,,,,,,,,,,,,,肩膀,287200.0 | 436373.0,張信哲,初 | 眼中的念旧,,ae186b79-e3f2-441d-8bc3-8a899af27578 | daa746eb-c470-4503-a1aa-a4107683753c,ae186b79-e3f2-441d-8bc3-8a899af27578 | daa746eb-c470-4503-a1aa-a4107683753c,,,,81e1f9fa-f9c1-4f6d-9caa-68532267f2a3 | a2c08419-aaaa-41d4-9622-dc194af200c8,,,287200.0 | 436373.0,張信哲,,5a372934-5370-4c7b-9443-629b69c96002 | a3eeffcc-c9ad-49fd-9355-77767a09acee,,,,,,,,,,,,,,,肩膀,,眼中的念旧,2012
251,83557c0b-0892-40ce-b83d-0d1698ac1c4b | 风言风语||永恒金曲 影音典藏精选,,,,,,,,,,,,,"風說愛上你的溫柔 但不要給它太多的負荷
風說它想到處走走 何時再回首 風說它沒把握
風說愛上你的溫柔 但不要給它太多的負荷
風說它想到處走走 何時再回首 風說它沒把握
為誰停留 為誰守候 誰的眉頭緊緊深鎖
為誰寂寞 為誰淚流 誰讓你這樣難過
其實愛情不都是常常這樣
恍恍惚惚 反反覆覆
風捉摸不定 又何必在意會愛你多久
風說愛上你的溫柔 但不要給它太多的負荷
風說它想到處走走 何時再回首 風說它沒把握
為誰停留 為誰守候 誰的眉頭緊緊深鎖
為誰寂寞 為誰淚流 誰讓你這樣難過
其實愛情不都是常常這樣
恍恍惚惚 反反覆覆
風捉摸不定 又何必在意會愛你多久
風說愛上你的溫柔 但不要給它太多的負荷
風說它想到處走走 何時再回首 風說它沒把握
風說愛上你的溫柔 但不要給它太多的負荷
風說它想到處走走 何時再回首 風說它沒把握",田勍     作曲：曹俊鴻,,,,风言风语,222667,張信哲,永恒金曲 影音典藏精选,,6468f778-de86-4781-b53f-2f6bde3644d5,6468f778-de86-4781-b53f-2f6bde3644d5,愛情的無常與不確定性，以及對承諾的恐懼,憂鬱、掙扎、以及對愛情本質的無奈與哲學性釋然,歌詞以「風」作為核心意象，完美地象徵了戀人捉摸不定、不願承擔「負荷」的自由主義態度。這種不穩定的愛，讓等待者陷入「眉頭緊鎖」、「寂寞淚流」的痛苦。歌詞結構上，透過反覆強調風的無常，以及使用排比式的反問句（為誰停留？為誰寂寞？），深刻描繪了單方面付出者的心酸。最終，歌詞給出了一個帶有哲學意味的結論：「愛情不都是常常這樣，恍恍惚惚 反反覆覆」，勸慰聽眾接受這種短暫和不確定的關係，體現了張信哲歌曲中常見的、由極度悲傷轉向自我開解的過程。由於無音訊數據，無法進行聲學分析，但從歌詞的深度憂鬱和無力感推測，音樂調性應是相互增強 (reinforcing) 這種宿命般的感傷。,83557c0b-0892-40ce-b83d-0d1698ac1c4b,,Love_Loss,222667,張信哲,,d89ebf36-6009-491b-aa7b-426bc3512eb3,,,,,,,,,,,,,,,风言风语,,永恒金曲 影音典藏精选,2014
252,85b0f0a3-2526-48eb-9be7-c45182eca6e8 | 親愛的小孩|| | 親愛的小孩||歌 時代 | 親愛的小孩||歌時代,,,,,,,,,,,,,"小小的小孩 今天有沒有哭
是否朋友都已經離去 留下了帶不走的孤獨
漂亮的小孩 今天有沒有哭
是否弄髒了美麗的衣服 卻找不到別人傾訴
聰明的小孩 今天有沒有哭
是否遺失了心愛的禮物 在風中尋找 從清晨到日暮
我親愛的小孩 為什麼你不讓我看清楚
是否讓風吹熄了蠟燭 在黑暗中獨自漫步
我親愛的小孩 快快擦乾你的淚珠
我願意陪伴你 走上回家的路
親愛的小孩 今天有沒有哭
是否朋友都已經離去 留下了帶不走的孤獨
親愛的小孩 今天有沒有哭
是否遺失了心愛的禮物 在風中尋找 從清晨到日暮
我親愛的小孩 為什麼你不讓我看清楚
是否讓風吹熄了蠟燭 在黑暗中獨自漫步
我親愛的小孩 快快擦乾你的淚珠
我願意陪伴你 走上回家的路
❤️❤️❤️",,,,,親愛的小孩,,張信哲,歌 時代 | 歌時代,,08b44a3b-2c74-4fb9-a182-50b0e75a1aa6,08b44a3b-2c74-4fb9-a182-50b0e75a1aa6,孤獨與失落的童年，以及成人世界提供的溫暖陪伴與救贖。,憂鬱與同情 (Sorrow and Sympathy)，最終轉化為溫暖與希望 (Warmth and Hope)。,歌詞透過一連串的疑問句，細膩地探詢了小孩（或內心脆弱的自我）所經歷的失落、孤獨與無助。從「朋友都已經離去」到「遺失了心愛的禮物」，描繪了無法排解的憂傷。詩歌的轉折點在於副歌，敘事者從旁觀的詢問者轉變為主動的承諾者：「我願意陪伴你 走上回家的路」。這種從同情到承諾的情感弧線，為原本的悲傷主題帶來了強烈的療癒力量。儘管缺乏音訊數據，但歌詞本身已確立了溫柔且深情的基調，預期張信哲的演繹會以其標誌性的清亮聲線，極度增強 (reinforcing) 歌詞中那份急切想要給予安慰的溫暖情緒，將孤獨感轉化為被接納的希望。,85b0f0a3-2526-48eb-9be7-c45182eca6e8,,Love_Loss,,張信哲,,8ebbf975-978b-4b83-b452-3578b0c661fa,親愛的小孩,baecc145-610a-4fbf-8d8e-8a71ce705166,dtVqpHq9JFQ,https://www.youtube.com/watch?v=dtVqpHq9JFQ,11050,34,0,2019-10-10T04:19:39Z,"Provided to YouTube by YOYOROCK

親愛的小孩 · 張信哲

歌 時代

℗ 潮水音樂有限公司

Released on: 2016-03-28

Auto-generated by YouTube.","張信哲,歌 時代,親愛的小孩",10.0,PT4M3S,2ROXOPDOGWrsaQe3xDKfGM,14,親愛的小孩,,歌時代,
